
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,629430.688,629430.688,629430.688,0.000,629430.688,629430.688,629430.688,629430.688,1,µm^2,Surface,,1,
Volume,13187402.000,13187402.000,13187402.000,0.000,13187402.000,13187402.000,13187402.000,13187402.000,1,µm^3,Surface,,1,
