
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,692000.812,692000.812,692000.812,0.000,692000.812,692000.812,692000.812,692000.812,1,µm^2,Surface,,1,
Volume,16996964.000,16996964.000,16996964.000,0.000,16996964.000,16996964.000,16996964.000,16996964.000,1,µm^3,Surface,,1,
