
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,616405.500,616405.500,616405.500,0.000,616405.500,616405.500,616405.500,616405.500,1,µm^2,Surface,,1,
Volume,14431351.000,14431351.000,14431351.000,0.000,14431351.000,14431351.000,14431351.000,14431351.000,1,µm^3,Surface,,1,
