
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,614593.000,614593.000,614593.000,0.000,614593.000,614593.000,614593.000,614593.000,1,µm^2,Surface,,1,
Volume,14867409.000,14867409.000,14867409.000,0.000,14867409.000,14867409.000,14867409.000,14867409.000,1,µm^3,Surface,,1,
