
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,599352.750,599352.750,599352.750,0.000,599352.750,599352.750,599352.750,599352.750,1,µm^2,Surface,,1,
Volume,14711074.000,14711074.000,14711074.000,0.000,14711074.000,14711074.000,14711074.000,14711074.000,1,µm^3,Surface,,1,
