
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,629089.000,629089.000,629089.000,0.000,629089.000,629089.000,629089.000,629089.000,1,µm^2,Surface,,1,
Volume,15617958.000,15617958.000,15617958.000,0.000,15617958.000,15617958.000,15617958.000,15617958.000,1,µm^3,Surface,,1,
