
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,669622.375,669622.375,669622.375,0.000,669622.375,669622.375,669622.375,669622.375,1,µm^2,Surface,,1,
Volume,16735812.000,16735812.000,16735812.000,0.000,16735812.000,16735812.000,16735812.000,16735812.000,1,µm^3,Surface,,1,
