
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,7216096.500,7216096.500,7216096.500,0.000,7216096.500,7216096.500,7216096.500,7216096.500,1,µm^2,Surface,,1,
Volume,349419232.000,349419232.000,349419232.000,0.000,349419232.000,349419232.000,349419232.000,349419232.000,1,µm^3,Surface,,1,
