
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,5732657.000,5732657.000,5732657.000,0.000,5732657.000,5732657.000,5732657.000,5732657.000,1,µm^2,Surface,,1,
Volume,240419856.000,240419856.000,240419856.000,0.000,240419856.000,240419856.000,240419856.000,240419856.000,1,µm^3,Surface,,1,
