
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,7348240.000,7348240.000,7348240.000,0.000,7348240.000,7348240.000,7348240.000,7348240.000,1,µm^2,Surface,,1,
Volume,418885664.000,418885664.000,418885664.000,0.000,418885664.000,418885664.000,418885664.000,418885664.000,1,µm^3,Surface,,1,
