
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,6314769.000,6314769.000,6314769.000,0.000,6314769.000,6314769.000,6314769.000,6314769.000,1,µm^2,Surface,,1,
Volume,263024736.000,263024736.000,263024736.000,0.000,263024736.000,263024736.000,263024736.000,263024736.000,1,µm^3,Surface,,1,
