
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,6891430.500,6891430.500,6891430.500,0.000,6891430.500,6891430.500,6891430.500,6891430.500,1,µm^2,Surface,,1,
Volume,320373664.000,320373664.000,320373664.000,0.000,320373664.000,320373664.000,320373664.000,320373664.000,1,µm^3,Surface,,1,
