
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,6134241.500,6134241.500,6134241.500,0.000,6134241.500,6134241.500,6134241.500,6134241.500,1,µm^2,Surface,,1,
Volume,334383104.000,334383104.000,334383104.000,0.000,334383104.000,334383104.000,334383104.000,334383104.000,1,µm^3,Surface,,1,
