
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,5519162.500,5519162.500,5519162.500,0.000,5519162.500,5519162.500,5519162.500,5519162.500,1,µm^2,Surface,,1,
Volume,265454192.000,265454192.000,265454192.000,0.000,265454192.000,265454192.000,265454192.000,265454192.000,1,µm^3,Surface,,1,
