
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,6479477.000,6479477.000,6479477.000,0.000,6479477.000,6479477.000,6479477.000,6479477.000,1,µm^2,Surface,,1,
Volume,356334752.000,356334752.000,356334752.000,0.000,356334752.000,356334752.000,356334752.000,356334752.000,1,µm^3,Surface,,1,
