
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,7625030.000,7625030.000,7625030.000,0.000,7625030.000,7625030.000,7625030.000,7625030.000,1,µm^2,Surface,,1,
Volume,407611744.000,407611744.000,407611744.000,0.000,407611744.000,407611744.000,407611744.000,407611744.000,1,µm^3,Surface,,1,
