
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,6792038.500,6792038.500,6792038.500,0.000,6792038.500,6792038.500,6792038.500,6792038.500,1,µm^2,Surface,,1,
Volume,315078176.000,315078176.000,315078176.000,0.000,315078176.000,315078176.000,315078176.000,315078176.000,1,µm^3,Surface,,1,
