
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,5270785.500,5270785.500,5270785.500,0.000,5270785.500,5270785.500,5270785.500,5270785.500,1,µm^2,Surface,,1,
Volume,230833328.000,230833328.000,230833328.000,0.000,230833328.000,230833328.000,230833328.000,230833328.000,1,µm^3,Surface,,1,
