
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,7211294.500,7211294.500,7211294.500,0.000,7211294.500,7211294.500,7211294.500,7211294.500,1,µm^2,Surface,,1,
Volume,352305120.000,352305120.000,352305120.000,0.000,352305120.000,352305120.000,352305120.000,352305120.000,1,µm^3,Surface,,1,
