
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,5219319.500,5219319.500,5219319.500,0.000,5219319.500,5219319.500,5219319.500,5219319.500,1,µm^2,Surface,,1,
Volume,218336032.000,218336032.000,218336032.000,0.000,218336032.000,218336032.000,218336032.000,218336032.000,1,µm^3,Surface,,1,
