
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,6576396.500,6576396.500,6576396.500,0.000,6576396.500,6576396.500,6576396.500,6576396.500,1,µm^2,Surface,,1,
Volume,358803872.000,358803872.000,358803872.000,0.000,358803872.000,358803872.000,358803872.000,358803872.000,1,µm^3,Surface,,1,
