
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,7293376.500,7293376.500,7293376.500,0.000,7293376.500,7293376.500,7293376.500,7293376.500,1,µm^2,Surface,,1,
Volume,388364512.000,388364512.000,388364512.000,0.000,388364512.000,388364512.000,388364512.000,388364512.000,1,µm^3,Surface,,1,
