
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,6768005.000,6768005.000,6768005.000,0.000,6768005.000,6768005.000,6768005.000,6768005.000,1,µm^2,Surface,,1,
Volume,372698400.000,372698400.000,372698400.000,0.000,372698400.000,372698400.000,372698400.000,372698400.000,1,µm^3,Surface,,1,
