
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,529878.562,529878.562,529878.562,0.000,529878.562,529878.562,529878.562,529878.562,1,µm^2,Surface,,1,
Volume,7485788.000,7485788.000,7485788.000,0.000,7485788.000,7485788.000,7485788.000,7485788.000,1,µm^3,Surface,,1,
