
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,663882.812,663882.812,663882.812,0.000,663882.812,663882.812,663882.812,663882.812,1,µm^2,Surface,,1,
Volume,18922890.000,18922890.000,18922890.000,0.000,18922890.000,18922890.000,18922890.000,18922890.000,1,µm^3,Surface,,1,
