
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,533712.438,533712.438,533712.438,0.000,533712.438,533712.438,533712.438,533712.438,1,µm^2,Surface,,1,
Volume,7203543.500,7203543.500,7203543.500,0.000,7203543.500,7203543.500,7203543.500,7203543.500,1,µm^3,Surface,,1,
