
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,531823.438,531823.438,531823.438,0.000,531823.438,531823.438,531823.438,531823.438,1,µm^2,Surface,,1,
Volume,7522698.500,7522698.500,7522698.500,0.000,7522698.500,7522698.500,7522698.500,7522698.500,1,µm^3,Surface,,1,
