
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,654463.188,654463.188,654463.188,0.000,654463.188,654463.188,654463.188,654463.188,1,µm^2,Surface,,1,
Volume,12575767.000,12575767.000,12575767.000,0.000,12575767.000,12575767.000,12575767.000,12575767.000,1,µm^3,Surface,,1,
