
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,621274.438,621274.438,621274.438,0.000,621274.438,621274.438,621274.438,621274.438,1,µm^2,Surface,,1,
Volume,11293779.000,11293779.000,11293779.000,0.000,11293779.000,11293779.000,11293779.000,11293779.000,1,µm^3,Surface,,1,
