
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,496789.719,496789.719,496789.719,0.000,496789.719,496789.719,496789.719,496789.719,1,µm^2,Surface,,1,
Volume,9411814.000,9411814.000,9411814.000,0.000,9411814.000,9411814.000,9411814.000,9411814.000,1,µm^3,Surface,,1,
