
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Collection,Time,
Area,640898.312,640898.312,640898.312,0.000,640898.312,640898.312,640898.312,640898.312,1,µm^2,Surface,,1,
Volume,12371142.000,12371142.000,12371142.000,0.000,12371142.000,12371142.000,12371142.000,12371142.000,1,µm^3,Surface,,1,
